measure,raw_gap,device_composition,share_of_gap_pct
Ad Trackers,2.89240625768564,0.043927331469830855,1.5187123645963663
Third-Party Cookies,3.249644015089941,0.01395820568292283,0.4295302998761391
Canvas Fingerprinting,0.03567750850248222,0.004034047856707206,11.306977493752239
Session Recording,0.015344583647877632,-0.0011005175430614913,-7.172026092827276
Keylogging,0.03561977649646472,0.003981673793568542,11.178267202108145
