,caseid,tt_visits,tt_domains,bl_ddg_join_ads,bl_third_party_cookies,bl_canvas_fingerprinting,bl_session_recording,bl_key_logging,bl_fb_pixel,bl_google_analytics,who_adult_advertising,who_advertising,who_audio_video_player,who_consent_management,who_customer_interaction,who_data_saved,who_hosting,who_misc,who_site_analytics,who_social_media,who_trackers_per_page_load,who_trackers_requests_all_requests,who_tracking_requests_per_page_load,who_utilities,birthyr,gender,race,educ,pid3,pid7,presvote20post,inputstate,region,gender_lab,race_lab,educ_lab,agegroup_lab,bl_ddg_join_ads_rate,bl_ddg_join_ads_al1,bl_ddg_join_ads_al3,bl_ddg_join_ads_al5,bl_ddg_join_ads_al10,bl_third_party_cookies_rate,bl_third_party_cookies_al1,bl_third_party_cookies_al3,bl_third_party_cookies_al5,bl_third_party_cookies_al10,bl_canvas_fingerprinting_rate,bl_canvas_fingerprinting_al1,bl_canvas_fingerprinting_al3,bl_canvas_fingerprinting_al5,bl_canvas_fingerprinting_al10,bl_session_recording_rate,bl_session_recording_al1,bl_session_recording_al3,bl_session_recording_al5,bl_session_recording_al10,bl_key_logging_rate,bl_key_logging_al1,bl_key_logging_al3,bl_key_logging_al5,bl_key_logging_al10,bl_fb_pixel_rate,bl_fb_pixel_al1,bl_fb_pixel_al3,bl_fb_pixel_al5,bl_fb_pixel_al10,bl_google_analytics_rate,bl_google_analytics_al1,bl_google_analytics_al3,bl_google_analytics_al5,bl_google_analytics_al10,who_trackers_per_page_load_rate,who_trackers_per_page_load_al1,who_trackers_per_page_load_al3,who_trackers_per_page_load_al5,who_trackers_per_page_load_al10,who_tracking_requests_per_page_load_rate,who_tracking_requests_per_page_load_al1,who_tracking_requests_per_page_load_al3,who_tracking_requests_per_page_load_al5,who_tracking_requests_per_page_load_al10,who_trackers_requests_all_requests_rate,who_trackers_requests_all_requests_al1,who_trackers_requests_all_requests_al3,who_trackers_requests_all_requests_al5,who_trackers_requests_all_requests_al10,who_data_saved_rate,who_data_saved_al1,who_data_saved_al3,who_data_saved_al5,who_data_saved_al10,who_advertising_rate,who_advertising_al1,who_advertising_al3,who_advertising_al5,who_advertising_al10,who_audio_video_player_rate,who_audio_video_player_al1,who_audio_video_player_al3,who_audio_video_player_al5,who_audio_video_player_al10,who_customer_interaction_rate,who_customer_interaction_al1,who_customer_interaction_al3,who_customer_interaction_al5,who_customer_interaction_al10,who_hosting_rate,who_hosting_al1,who_hosting_al3,who_hosting_al5,who_hosting_al10,who_consent_management_rate,who_consent_management_al1,who_consent_management_al3,who_consent_management_al5,who_consent_management_al10,who_site_analytics_rate,who_site_analytics_al1,who_site_analytics_al3,who_site_analytics_al5,who_site_analytics_al10,who_misc_rate,who_misc_al1,who_misc_al3,who_misc_al5,who_misc_al10,who_utilities_rate,who_utilities_al1,who_utilities_al3,who_utilities_al5,who_utilities_al10,who_social_media_rate,who_social_media_al1,who_social_media_al3,who_social_media_al5,who_social_media_al10,who_adult_advertising_rate,who_adult_advertising_al1,who_adult_advertising_al3,who_adult_advertising_al5,who_adult_advertising_al10,n_orgs,top_org_share,top_org_visits,top_org_share_duration,gini_exposure,captured_visits
0,47541,17194,553,161861.0,172095.0,1451.0,1173.0,3909.0,2715.0,50.0,0.0,213560.0,11359.0,3216.0,16254.0,55455.31,75118.0,17844.0,43904.0,16419.0,62103.68,101685.62,95196.59,9853.0,1955,2,1,2,2,6,2,12,3,Female,White,HS or Below,65+,9.413807142026288,True,True,True,True,10.00901477259509,True,True,True,True,0.0843899034546935,True,True,True,True,0.0682214726067232,True,True,True,True,0.2273467488658834,True,True,True,True,0.1579039199720832,True,True,True,True,0.0029079911597068,True,True,True,True,3.6119390485052927,True,True,True,True,5.536616843084797,True,True,True,True,5.914017680586251,True,True,True,True,3.2252710247760845,True,True,True,True,12.420611841340005,True,True,True,True,0.6606374316622078,True,True,True,True,0.9453297661975107,True,True,True,True,4.36884959869722,True,True,True,True,0.1870419913923461,True,True,True,True,2.5534488775154123,True,True,True,True,1.0378038850761893,True,True,True,True,0.5730487379318366,True,True,True,True,0.9549261370245434,True,True,True,True,0.0,False,False,False,False,495,0.6075222009402751,10467.0,0.7145445291847711,0.8549564186853706,0.7943583492947937
1,56565,11479,334,97694.0,103287.0,222.0,185.0,1625.0,585.0,36.0,0.0,137218.0,8382.0,2435.0,6814.0,42170.22,49408.0,11746.0,24816.0,10572.0,44027.76,53020.08,56047.07,3397.0,1940,2,1,3,3,5,2,17,2,Female,White,Some college,65+,8.510671661294538,True,True,True,True,8.997909225542294,True,True,True,True,0.0193396637337747,True,True,True,True,0.0161163864448122,True,True,True,True,0.1415628539071347,True,True,True,True,0.0509626274065685,True,True,True,True,0.003136161686558,True,True,True,True,3.8355048349159335,True,True,True,True,4.88257426605105,True,True,True,True,4.618876208728984,True,True,True,True,3.673684118825682,True,True,True,True,11.953828730725672,True,True,True,True,0.7302029793536022,True,True,True,True,0.5936057147835178,True,True,True,True,4.3042076835961325,True,True,True,True,0.2121264918546911,True,True,True,True,2.1618607892673576,True,True,True,True,1.0232598658419725,True,True,True,True,0.2959317013677149,True,True,True,True,0.9209861486192176,True,True,True,True,0.0,False,False,False,False,371,0.5954058992430175,6843.0,0.6711406180122239,0.8150882091110877,0.7651614025928827
2,203271,6540,152,11317.0,22787.0,137.0,786.0,10.0,24.0,2.0,0.0,18808.0,2614.0,130.0,2320.0,47961.31,23955.0,9812.0,4640.0,2382.0,11919.72,20579.55,14833.83,946.0,1980,2,1,6,1,2,-1,54,3,Female,White,Postgrad,35-49,1.7304281345565748,True,True,True,True,3.484250764525994,True,True,True,True,0.0209480122324159,True,True,True,True,0.1201834862385321,True,True,True,True,0.0015290519877675,True,True,True,True,0.0036697247706422,True,True,True,True,0.0003058103975535,True,False,False,False,1.822587155963303,True,True,True,True,2.268169724770642,True,True,True,True,3.1467201834862384,True,True,True,True,7.333533639143731,True,True,True,True,2.8758409785932724,True,True,True,True,0.3996941896024464,True,True,True,True,0.3547400611620795,True,True,True,True,3.662844036697248,True,True,True,True,0.0198776758409785,True,True,True,True,0.709480122324159,True,True,True,True,1.5003058103975535,True,True,True,True,0.1446483180428134,True,True,True,True,0.3642201834862385,True,True,True,True,0.0,False,False,False,False,151,0.36231884057971014,2375.0,0.3383488020948821,0.8328710779041908,0.7298245614035088
3,216457,1770,49,19793.0,5050.0,22.0,10.0,2.0,10.0,28.0,0.0,30640.0,1180.0,120.0,1489.0,3502.56,6751.0,1204.0,5692.0,1243.0,8770.35,13329.55,26357.050000000003,226.0,1976,2,1,2,2,7,2,27,2,Female,White,HS or Below,35-49,11.182485875706217,True,True,True,True,2.853107344632768,True,True,True,True,0.0124293785310734,True,True,True,True,0.0056497175141242,True,True,True,True,0.0011299435028248,True,False,False,False,0.0056497175141242,True,True,True,True,0.015819209039548,True,True,True,True,4.955,True,True,True,True,14.890988700564971,True,True,True,True,7.530819209039548,True,True,True,True,1.9788474576271189,True,True,True,True,17.310734463276837,True,True,True,True,0.6666666666666666,True,True,True,True,0.8412429378531073,True,True,True,True,3.814124293785311,True,True,True,True,0.0677966101694915,True,True,True,True,3.215819209039548,True,True,True,True,0.6802259887005649,True,True,True,True,0.127683615819209,True,True,True,True,0.7022598870056497,True,True,True,True,0.0,False,False,False,False,110,0.7656691134952005,1356.0,0.8749064532842094,0.676575455266443,0.8085827216261999
4,257495,10012,284,73761.0,77189.0,1516.0,445.0,2036.0,1221.0,18.0,0.0,131407.0,6504.0,4164.0,9856.0,28534.64,44383.0,9164.0,28161.0,8168.0,42553.97,67794.69,63233.1,9064.0,1952,2,7,1,1,1,1,15,4,Female,Other,HS or Below,65+,7.367259288853376,True,True,True,True,7.709648421893728,True,True,True,True,0.1514182980423492,True,True,True,True,0.0444466640031961,True,True,True,True,0.2033559728326008,True,True,True,True,0.121953655613264,True,True,True,True,0.0017978425888933,True,True,True,True,4.250296644027167,True,True,True,True,6.315731122652816,True,True,True,True,6.771343387934479,True,True,True,True,2.850043947263284,True,True,True,True,13.124950059928086,True,True,True,True,0.6496204554534558,True,True,True,True,0.9844186975629244,True,True,True,True,4.43298042349181,True,True,True,True,0.4159009188973232,True,True,True,True,2.812724730323612,True,True,True,True,0.9153016380343588,True,True,True,True,0.905313623651618,True,True,True,True,0.8158210147822613,True,True,True,True,0.0,False,False,False,False,288,0.5976977274982633,6023.0,0.6596282402351067,0.815266657085763,0.7074526148655353
5,283951,807,20,2255.0,2504.0,18.0,0.0,0.0,6.0,0.0,0.0,4011.0,430.0,14.0,193.0,8079.88,4205.0,1174.0,645.0,440.0,2312.43,2275.46,2437.6,112.0,1959,2,2,5,4,4,1,48,3,Female,Black,College,50-64,2.7942998760842626,True,True,True,True,3.1028500619578687,True,True,True,True,0.0223048327137546,True,True,True,True,0.0,False,False,False,False,0.0,False,False,False,False,0.0074349442379182,True,True,True,False,0.0,False,False,False,False,2.86546468401487,True,True,True,True,3.0205700123915737,True,True,True,True,2.819653035935564,True,True,True,True,10.012242874845104,True,True,True,True,4.970260223048327,True,True,True,True,0.5328376703841388,True,True,True,True,0.2391573729863692,True,True,True,True,5.210656753407683,True,True,True,True,0.0173482032218091,True,True,True,True,0.7992565055762082,True,True,True,True,1.4547707558859977,True,True,True,True,0.1387856257744733,True,True,True,True,0.5452292441140025,True,True,True,True,0.0,False,False,False,False,69,0.4752475247524752,384.0,0.6877676042421448,0.542616510714311,0.9529702970297029
6,294487,14772,360,73779.0,64748.0,1095.0,220.0,366.0,460.0,51.0,0.0,152334.0,11282.0,3516.0,5207.0,38241.4,64111.0,10677.0,32198.0,13199.0,67621.24,65541.94,57824.64,6874.0,1947,2,1,5,1,1,1,37,3,Female,White,College,65+,4.994516653127539,True,True,True,True,4.383157324668291,True,True,True,True,0.0741267262388302,True,True,True,True,0.0148930408881668,True,True,True,True,0.0247766043866774,True,True,True,True,0.0311399945843487,True,True,True,True,0.0034524776604386,True,True,True,True,4.577663146493366,True,True,True,True,3.914476035743298,True,True,True,True,4.436903601408069,True,True,True,True,2.5887760628215544,True,True,True,True,10.3123476848091,True,True,True,True,0.7637422150013539,True,True,True,True,0.3524911995667479,True,True,True,True,4.340035201733008,True,True,True,True,0.2380178716490658,True,True,True,True,2.1796642296236124,True,True,True,True,0.7227863525588952,True,True,True,True,0.4653398321148118,True,True,True,True,0.8935147576496074,True,True,True,True,0.0,False,False,False,False,350,0.6146124185613615,9245.0,0.8355008669200669,0.7825057896214552,0.6652040952001064
7,296069,6673,262,45654.0,41864.0,74.0,115.0,541.0,388.0,90.0,1793.0,40554.0,3900.0,534.0,2166.0,19782.75,21052.0,1669.0,9628.0,2479.0,19286.62,25635.28,14592.35,2368.0,1951,1,1,2,2,6,2,39,2,Male,White,HS or Below,65+,6.841600479544433,True,True,True,True,6.273640041960138,True,True,True,True,0.0110894650082421,True,True,True,True,0.0172336280533493,True,True,True,True,0.081072980668365,True,True,True,True,0.0581447624756481,True,True,True,True,0.0134871871721864,True,True,True,True,2.8902472650981568,True,True,True,True,2.186775063689495,True,True,True,True,3.8416424396823015,True,True,True,True,2.9645961336730107,True,True,True,True,6.077326539787202,True,True,True,True,0.5844447774614117,True,True,True,True,0.3245916379439532,True,True,True,True,3.154802937209651,True,True,True,True,0.0800239772216394,True,True,True,True,1.442829312153454,True,True,True,True,0.2501123932264348,True,True,True,True,0.3548628802637494,True,True,True,True,0.3714970777761127,True,True,True,True,0.2686947399970028,True,True,True,True,374,0.6567250615317793,4536.0,0.6352042302435527,0.7515559256480634,0.8423338641957434
8,345485,4249,194,37699.0,15746.0,195.0,203.0,53.0,312.0,12.0,0.0,64457.0,2438.0,813.0,4369.0,15443.71,15904.0,3608.0,13102.0,2510.0,19904.88,28521.59,48996.55,2578.0,1935,1,1,2,2,7,2,42,1,Male,White,HS or Below,65+,8.872440574252765,True,True,True,True,3.705813132501765,True,True,True,True,0.0458931513297246,True,True,True,True,0.0477759472817133,True,True,True,True,0.0124735231819251,True,True,True,True,0.0734290421275594,True,True,True,True,0.002824193927983,True,True,True,True,4.684603436102613,True,True,True,True,11.531313250176511,True,True,True,True,6.712541774535185,True,True,True,True,3.634669333960933,True,True,True,True,15.16992233466698,True,True,True,True,0.5737820663685573,True,True,True,True,1.0282419392798303,True,True,True,True,3.742998352553542,True,True,True,True,0.1913391386208519,True,True,True,True,3.0835490703694988,True,True,True,True,0.8491409743469052,True,True,True,True,0.6067309955283596,True,True,True,True,0.5907272299364557,True,True,True,True,0.0,False,False,False,False,218,0.4882036907264658,2090.0,0.6984067846463062,0.7912393509830292,0.7414155571128241
9,359503,4390,261,21972.0,31417.0,137.0,185.0,97.0,484.0,11.0,366.0,26912.0,1638.0,805.0,2272.0,9259.05,11671.0,988.0,7472.0,2599.0,13252.23,12836.05,7743.95,2203.0,1962,1,1,3,2,7,2,17,2,Male,White,Some college,50-64,5.00501138952164,True,True,True,True,7.156492027334852,True,True,True,True,0.0312072892938496,True,True,True,True,0.0421412300683371,True,True,True,True,0.0220956719817767,True,True,True,True,0.110250569476082,True,True,True,True,0.00250569476082,True,True,True,True,3.0187312072892936,True,True,True,True,1.763997722095672,True,True,True,True,2.9239293849658314,True,True,True,True,2.109123006833713,True,True,True,True,6.130296127562643,True,True,True,True,0.3731207289293849,True,True,True,True,0.5175398633257403,True,True,True,True,2.6585421412300683,True,True,True,True,0.1833712984054669,True,True,True,True,1.7020501138952164,True,True,True,True,0.2250569476082004,True,True,True,True,0.5018223234624146,True,True,True,True,0.5920273348519363,True,True,True,True,0.0833712984054669,True,True,True,True,312,0.45530098831985627,2027.0,0.5207172568667647,0.6618883490340136,0.5233602875112309
10,368901,5530,109,54653.0,71074.0,1759.0,24.0,354.0,112.0,6.0,0.0,166009.0,4742.0,7228.0,13270.0,7796.04,29624.0,13636.0,30155.0,5168.0,49480.9,51386.3,58919.600000000006,6278.0,1957,1,1,4,3,5,2,27,2,Male,White,Some college,65+,9.883001808318264,True,True,True,True,12.85244122965642,True,True,True,True,0.3180831826401447,True,True,True,True,0.0043399638336347,True,True,True,True,0.0640144665461121,True,True,True,True,0.020253164556962,True,True,True,True,0.0010849909584086,True,True,True,False,8.947721518987342,True,True,True,True,10.654538878842676,True,True,True,True,9.29227848101266,True,True,True,True,1.409772151898734,True,True,True,True,30.01971066907776,True,True,True,True,0.8575045207956601,True,True,True,True,2.399638336347197,True,True,True,True,5.356962025316456,True,True,True,True,1.3070524412296565,True,True,True,True,5.452983725135624,True,True,True,True,2.4658227848101264,True,True,True,True,1.135262206148282,True,True,True,True,0.9345388788426764,True,True,True,True,0.0,False,False,False,False,230,0.38549618320610685,2222.0,0.47564301701258516,0.7824763233356584,0.4989590562109646
11,438245,13564,275,120916.0,123540.0,120.0,82.0,2876.0,154.0,4.0,0.0,165341.0,11822.0,697.0,7662.0,41493.63,63356.0,13837.0,29067.0,15890.0,47997.79,53335.24,56054.58,2256.0,1977,1,1,5,3,4,1,28,3,Male,White,College,35-49,8.914479504570924,True,True,True,True,9.107932763196697,True,True,True,True,0.0088469478030079,True,True,True,True,0.0060454143320554,True,True,True,True,0.2120318490120908,True,True,True,True,0.0113535830138602,True,True,True,True,0.0002948982601002,True,True,False,False,3.5386161899144795,True,True,True,True,4.132599528162784,True,True,True,True,3.93211736950752,True,True,True,True,3.059099823061044,True,True,True,True,12.189693305809495,True,True,True,True,0.8715718077263345,True,True,True,True,0.5648776172220584,True,True,True,True,4.670893541728104,True,True,True,True,0.0513860218224712,True,True,True,True,2.142951931583604,True,True,True,True,1.0201268062518432,True,True,True,True,0.1663226186965496,True,True,True,True,1.1714833382483043,True,True,True,True,0.0,False,False,False,False,291,0.6800382043935053,9256.0,0.7481781063711779,0.8358262655220581,0.7699654691058703
12,487819,10989,285,72124.0,80063.0,1814.0,484.0,1744.0,867.0,6.0,0.0,110640.0,7622.0,1788.0,5744.0,49258.24,54108.0,11236.0,23070.0,9389.0,39143.88,52170.35,59581.97,7159.0,1966,1,1,5,2,7,2,49,4,Male,White,College,50-64,6.563290563290563,True,True,True,True,7.285740285740285,True,True,True,True,0.165074165074165,True,True,True,True,0.044044044044044,True,True,True,True,0.1587041587041587,True,True,True,True,0.0788970788970788,True,True,True,True,0.0005460005460005,True,True,True,False,3.562096642096642,True,True,True,True,5.421964691964692,True,True,True,True,4.7475065975065975,True,True,True,True,4.482504322504322,True,True,True,True,10.068250068250068,True,True,True,True,0.6936026936026936,True,True,True,True,0.5227045227045227,True,True,True,True,4.923832923832924,True,True,True,True,0.1627081627081627,True,True,True,True,2.0993720993720992,True,True,True,True,1.0224770224770223,True,True,True,True,0.6514696514696515,True,True,True,True,0.8543998543998544,True,True,True,True,0.0,False,False,False,False,282,0.6618181818181819,7280.0,0.7336323224220547,0.828638035198319,0.819
13,509295,5347,102,12108.0,11800.0,33.0,20.0,32.0,43.0,4.0,0.0,27321.0,4273.0,615.0,1461.0,10883.64,23159.0,1130.0,3053.0,4075.0,30440.75,8999.65,12138.05,1463.0,1967,2,1,2,2,6,2,42,1,Female,White,HS or Below,50-64,2.264447353656256,True,True,True,True,2.2068449597905366,True,True,True,True,0.0061716850570413,True,True,True,True,0.0037404151860856,True,True,True,True,0.005984664297737,True,True,True,True,0.0080418926500841,True,True,True,True,0.0007480830372171,True,True,False,False,5.693052178791846,True,True,True,True,2.2700673274733494,True,True,True,True,1.6831213764727884,True,True,True,True,2.035466616794464,True,True,True,True,5.10959416495231,True,True,True,True,0.7991397045072003,True,True,True,True,0.2732373293435571,True,True,True,True,4.3312137647278846,True,True,True,True,0.1150177669721339,True,True,True,True,0.5709743781559753,True,True,True,True,0.2113334580138395,True,True,True,True,0.2736113708621657,True,True,True,True,0.7621095941649523,True,True,True,True,0.0,False,False,False,False,226,0.7399663991039761,3964.0,0.4536624972569673,0.7150074528171808,0.7974612656337502
14,576397,7007,296,34735.0,39609.0,247.0,302.0,625.0,342.0,86.0,440.0,67140.0,4058.0,1976.0,3474.0,88312.05,26042.0,4169.0,17750.0,4663.0,29064.81,26480.08,32989.02,5007.0,1976,1,1,2,3,3,6,16,4,Male,White,HS or Below,35-49,4.957185671471386,True,True,True,True,5.652775795632938,True,True,True,True,0.0352504638218923,True,True,True,True,0.0430997573854716,True,True,True,True,0.0891965177679463,True,True,True,True,0.0488083345226202,True,True,True,True,0.0122734408448694,True,True,True,True,4.147967746539175,True,True,True,True,4.708009133723419,True,True,True,True,3.7790894819466248,True,True,True,True,12.603403739118026,True,True,True,True,9.581846724703867,True,True,True,True,0.579135150563722,True,True,True,True,0.4957899243613529,True,True,True,True,3.7165691451405736,True,True,True,True,0.2820037105751391,True,True,True,True,2.533181104609676,True,True,True,True,0.5949764521193093,True,True,True,True,0.7145711431425718,True,True,True,True,0.6654773797630941,True,True,True,True,0.0627943485086342,True,True,True,True,315,0.448421339139902,3295.0,0.4106788971874536,0.7409931287335589,0.5391943385955362
15,596481,7727,320,112201.0,108685.0,212.0,252.0,3223.0,446.0,34.0,95.0,161359.0,8626.0,1063.0,9974.0,16442.83,37909.0,5434.0,25366.0,11335.0,36257.26,47792.96,48539.17,3458.0,1954,1,3,6,3,5,2,48,3,Male,Hispanic,Postgrad,65+,14.520641905008413,True,True,True,True,14.065614080496958,True,True,True,True,0.0274362624563219,True,True,True,True,0.0326129157499676,True,True,True,True,0.4171088391354989,True,True,True,True,0.057719684224149,True,True,True,True,0.0044001552995988,True,True,True,True,4.692281609939174,True,True,True,True,6.2817613562831625,True,True,True,True,6.18518959492688,True,True,True,True,2.127970751908891,True,True,True,True,20.882489970234243,True,True,True,True,1.1163452827746865,True,True,True,True,1.2907984987705448,True,True,True,True,4.906043742720331,True,True,True,True,0.1375695612786333,True,True,True,True,3.282774686165394,True,True,True,True,0.7032483499417627,True,True,True,True,0.4475216772356671,True,True,True,True,1.4669341270868383,True,True,True,True,0.0122945515724084,True,True,True,True,311,0.6434939914717663,4980.0,0.6556932489658152,0.8520202943850131,0.7003488822845328
16,629125,1111,54,4274.0,2836.0,202.0,0.0,164.0,167.0,0.0,0.0,8481.0,235.0,609.0,927.0,2213.79,2614.0,795.0,2649.0,336.0,3561.4300000000003,3613.83,4545.16,1069.0,1941,2,1,2,1,1,1,17,2,Female,White,HS or Below,65+,3.846984698469847,True,True,True,True,2.552655265526553,True,True,True,True,0.1818181818181818,True,True,True,True,0.0,False,False,False,False,0.1476147614761476,True,True,True,True,0.1503150315031503,True,True,True,True,0.0,False,False,False,False,3.205607560756076,True,True,True,True,4.091053105310531,True,True,True,True,3.2527722772277228,True,True,True,True,1.9926102610261025,True,True,True,True,7.633663366336633,True,True,True,True,0.2115211521152115,True,True,True,True,0.8343834383438344,True,True,True,True,2.352835283528353,True,True,True,True,0.5481548154815482,True,True,True,True,2.3843384338433844,True,True,True,True,0.7155715571557155,True,True,True,True,0.9621962196219622,True,True,True,True,0.3024302430243024,True,True,True,True,0.0,False,False,False,False,119,0.306177260519248,342.0,0.35864525500965116,0.5034546474613072,0.4655326768128917
17,645543,29292,671,202249.0,186737.0,4193.0,686.0,1074.0,1641.0,134.0,0.0,536003.0,29759.0,15647.0,23303.0,136853.86,143603.0,40164.0,92322.0,31361.0,189349.45,171230.83000000002,319162.13,17585.0,1941,2,6,5,3,4,2,8,4,Female,Other,College,65+,6.90458145568756,True,True,True,True,6.375017069507033,True,True,True,True,0.143144885975693,True,True,True,True,0.0234193636487778,True,True,True,True,0.036665301106104,True,True,True,True,0.0560221220811142,True,True,True,True,0.0045746278847466,True,True,True,True,6.4642035368018576,True,True,True,True,10.895880445172743,True,True,True,True,5.845651713778507,True,True,True,True,4.67205585142701,True,True,True,True,18.29861395602895,True,True,True,True,1.0159429195684828,True,True,True,True,0.7955414447630752,True,True,True,True,4.902464836815513,True,True,True,True,0.5341731530793391,True,True,True,True,3.1517820565342074,True,True,True,True,1.3711593609176569,True,True,True,True,0.6003345623378397,True,True,True,True,1.0706336201010516,True,True,True,True,0.0,False,False,False,False,579,0.512577236046865,15181.0,0.6234146244364307,0.8382821525724089,0.6339602255461391
18,716485,4199,197,21930.0,25805.0,411.0,301.0,72.0,700.0,14.0,0.0,29643.0,2578.0,1384.0,1952.0,19722.48,19561.0,2897.0,8607.0,2836.0,17016.88,14610.04,11756.79,3761.0,1983,2,1,5,5,4,1,42,1,Female,White,College,35-49,5.222672064777328,True,True,True,True,6.145510835913313,True,True,True,True,0.0978804477256489,True,True,True,True,0.0716837342224339,True,True,True,True,0.0171469397475589,True,True,True,True,0.166706358656823,True,True,True,True,0.0033341271731364,True,True,True,True,4.052603000714456,True,True,True,True,2.7999023577042155,True,True,True,True,3.479409383186473,True,True,True,True,4.696946892117171,True,True,True,True,7.05953798523458,True,True,True,True,0.6139557037389854,True,True,True,True,0.464872588711598,True,True,True,True,4.658490116694451,True,True,True,True,0.329602286258633,True,True,True,True,2.0497737556561084,True,True,True,True,0.6899261728983092,True,True,True,True,0.8956894498690164,True,True,True,True,0.6753989045010717,True,True,True,True,0.0,False,False,False,False,388,0.7144538606403014,3035.0,0.7488912036273313,0.7541786917063318,0.8104990583804144
19,729591,20707,437,159138.0,133114.0,845.0,406.0,3526.0,993.0,81.0,0.0,248549.0,12819.0,2896.0,17157.0,63990.41,91124.0,19875.0,53558.0,18411.0,85928.53,99253.45,113912.52,12620.0,1937,2,1,5,3,4,1,40,3,Female,White,College,65+,7.685227217849037,True,True,True,True,6.428454145940986,True,True,True,True,0.0408074564157048,True,True,True,True,0.01960689621867,True,True,True,True,0.1702805814458878,True,True,True,True,0.0479547978944318,True,True,True,True,0.0039117206741681,True,True,True,True,4.149733423479983,True,True,True,True,5.501159994204858,True,True,True,True,4.7932317573767325,True,True,True,True,3.090279132660453,True,True,True,True,12.0031390351089,True,True,True,True,0.6190660163229825,True,True,True,True,0.8285603902062104,True,True,True,True,4.400637465591346,True,True,True,True,0.1398560873134688,True,True,True,True,2.586468344038248,True,True,True,True,0.9598203506060752,True,True,True,True,0.6094557396049645,True,True,True,True,0.889119621384073,True,True,True,True,0.0,False,False,False,False,383,0.48690872269636915,10098.0,0.5765423749654176,0.8314859867213854,0.6153623607695646
20,865545,154,49,3414.0,5816.0,4.0,1.0,44.0,4.0,0.0,0.0,3169.0,112.0,151.0,134.0,270.03,562.0,99.0,579.0,47.0,1096.52,802.77,842.34,83.0,1956,1,1,2,2,7,-1,37,3,Male,White,HS or Below,65+,22.16883116883117,True,True,True,True,37.76623376623377,True,True,True,True,0.0259740259740259,True,True,False,False,0.0064935064935064,True,False,False,False,0.2857142857142857,True,True,True,True,0.0259740259740259,True,True,False,False,0.0,False,False,False,False,7.1202597402597405,True,True,True,True,5.46974025974026,True,True,True,True,5.212792207792208,True,True,True,True,1.7534415584415584,True,True,True,True,20.57792207792208,True,True,True,True,0.7272727272727273,True,True,True,True,0.8701298701298701,True,True,True,True,3.649350649350649,True,True,True,True,0.9805194805194806,True,True,True,True,3.75974025974026,True,True,True,True,0.6428571428571429,True,True,True,True,0.538961038961039,True,True,True,True,0.3051948051948052,True,True,True,True,0.0,False,False,False,False,173,0.564935064935065,87.0,0.6015927189988624,0.45899251187936335,0.6233766233766234
21,882005,265,36,4798.0,8054.0,22.0,9.0,68.0,10.0,0.0,0.0,3783.0,144.0,214.0,213.0,822.56,885.0,111.0,789.0,59.0,1634.65,1204.23,1060.83,192.0,1953,2,7,3,3,3,1,53,4,Female,Other,Some college,65+,18.10566037735849,True,True,True,True,30.39245283018868,True,True,True,True,0.0830188679245283,True,True,True,True,0.0339622641509433,True,True,True,False,0.2566037735849056,True,True,True,True,0.0377358490566037,True,True,True,True,0.0,False,False,False,False,6.168490566037735,True,True,True,True,4.003132075471698,True,True,True,True,4.5442641509433965,True,True,True,True,3.104,True,True,True,True,14.275471698113208,True,True,True,True,0.5433962264150943,True,True,True,True,0.8037735849056604,True,True,True,True,3.339622641509434,True,True,True,True,0.8075471698113208,True,True,True,True,2.9773584905660377,True,True,True,True,0.4188679245283019,True,True,True,True,0.7245283018867924,True,True,True,True,0.2226415094339622,True,True,True,True,0.0,False,False,False,False,139,0.4830188679245283,128.0,0.35286174301443857,0.3391497043233178,0.5132075471698113
22,948977,7956,387,102090.0,162181.0,1175.0,516.0,370.0,1206.0,9.0,0.0,111866.0,5210.0,4950.0,12172.0,17423.31,35769.0,13789.0,24200.0,3074.0,36421.76,61889.67,75459.2,7172.0,1945,1,1,5,3,5,2,37,3,Male,White,College,65+,12.831825037707391,True,True,True,True,20.384741075917542,True,True,True,True,0.1476872800402212,True,True,True,True,0.0648567119155354,True,True,True,True,0.0465057817998994,True,True,True,True,0.1515837104072398,True,True,True,True,0.001131221719457,True,True,True,False,4.577898441427854,True,True,True,True,9.48456510809452,True,True,True,True,7.7789932126696835,True,True,True,True,2.189958521870287,True,True,True,True,14.060583207642033,True,True,True,True,0.654851684263449,True,True,True,True,1.5299145299145298,True,True,True,True,4.495852187028658,True,True,True,True,0.6221719457013575,True,True,True,True,3.0417295123177475,True,True,True,True,1.7331573655103067,True,True,True,True,0.901458019105078,True,True,True,True,0.3863750628456511,True,True,True,True,0.0,False,False,False,False,380,0.5190715181932246,4137.0,0.5461483230165033,0.7440661270385439,0.6682559598494354
